UniqueID,Variable,Component,EMS_Code,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
532,Metolachlor,Total,EMS_M005,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,7.8,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
533,Metribuzin,Total,EMS_M006,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.5,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
534,Metribuzin,Total,EMS_M006,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,80,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
535,Metribuzin,Total,EMS_M006,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,1,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
536,Mirex,Total,EMS_M024,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Effect level based on screening level concentration.,,,No Effect,Upper Limit,0.0071,,ug/g,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
537,Mirex,Total,EMS_M024,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Effect level based on screening level concentration.,,,Probable Effect,Upper Limit,1.31,,ug/g,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
538,Molybdenum ,Total,EMS_MO_T,Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,"For forage crops - poorly drained soils, Cu:Mo ration <2:1 in the irrigation water",No Effect,Upper Limit,0.01,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
539,Molybdenum ,Total,EMS_MO_T,Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,"For forage crops - poorly drained soils, Cu:Mo ration >2:1 in the irrigation water",No Effect,Upper Limit,0.02,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
540,Molybdenum ,Total,EMS_MO_T,Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.02,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
541,Molybdenum ,Total,EMS_MO_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.03,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
542,Molybdenum ,Total,EMS_MO_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,"For forage crops - poorly drained soils, Cu:Mo ration <2:1 in the irrigation water",No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
543,Molybdenum ,Total,EMS_MO_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,"For forage crops - poorly drained soils, Cu:Mo ration >2:1 in the irrigation water",No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
544,Molybdenum ,Total,EMS_MO_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,For forage crops - well drained soil,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
545,Molybdenum ,Total,EMS_MO_T,Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
546,Molybdenum ,Total,EMS_MO_T,Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,Consuming forages not irrigated or if no molybdenum containing fertilizers are applied to grow feed consumed by livestock,No Effect,Upper Limit,0.08,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
547,Molybdenum ,Total,EMS_MO_T,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,2,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
548,Molybdenum ,Total,EMS_MO_T,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,1,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
549,Molybdenum ,Total,EMS_MO_T,Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.25,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
550,Molybdenum ,Total,EMS_MO_T,Wildlife,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.05,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/molybdenum-tech.pdf
551,Monochlorobenzene,Total,EMS_C010,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,1.3,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
552,Monochlorobenzene,Total,EMS_C010,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,25,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
553,N-Nitrosodiphenylamine,Total,EMS_DPAM,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.111,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
554,N-Nitrosodiphenylamine,Total,EMS_DPAM,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.111,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
555,Naphthalene,Total,EMS_PA14,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Sediment with 1% Organic Carbon,No Effect,Upper Limit,0.01,,ug/g,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
556,Naphthalene,Total,EMS_PA14,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.0346,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
557,Naphthalene,Total,EMS_PA14,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.391,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
558,Naphthalene,Total,EMS_PA14,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,1,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/naphthalene-or.pdf,
559,Naphthalene,Total,EMS_PA14,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,1,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
560,Naphthalene,Total,EMS_PA14,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Sediment with 1% Organic Carbon,No Effect,Upper Limit,0.01,,ug/g,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
561,Naphthalene,Total,EMS_PA14,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.0346,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
562,Naphthalene,Total,EMS_PA14,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.391,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
563,Naphthalene,Total,EMS_PA14,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,1,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
564,Nickel ,Total,EMS_NI_T,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,200,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
565,Nickel ,Total,EMS_NI_T,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,1,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
566,Nickel ,Total,EMS_NI_T,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Effect level based on screening level concentration.,,,No Effect,Upper Limit,16,,ug/g,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for Arsenic, Cadmium, Chromium, Copper, Iron, Lead, Manganese, Mercury, Nickel, and Zinc. Water Resources Branch, Ontario Ministry of the Environment.",,,
567,Nickel ,Total,EMS_NI_T,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Effect level based on screening level concentration.,,,Probable Effect,Upper Limit,75,,ug/g,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for Arsenic, Cadmium, Chromium, Copper, Iron, Lead, Manganese, Mercury, Nickel, and Zinc. Water Resources Branch, Ontario Ministry of the Environment.",,,
568,Nickel ,Total,EMS_NI_T,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 <= 60,,No Effect,Upper Limit,25,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
569,Nickel ,Total,EMS_NI_T,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 > 60 & EMS_0107 < 180,,No Effect,Upper Limit,exp(0.76 * LN(EMS_0107) + 1.06),,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
570,Nickel ,Total,EMS_NI_T,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 180,,No Effect,Upper Limit,150,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
571,Nickel ,Total,EMS_NI_T,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,Effect level based on National Status and Trends Program Approach.,,,No Effect,Upper Limit,30,,ug/g,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
572,Nickel ,Total,EMS_NI_T,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,Effect level based on screening level concentration.,,,Probable Effect,Upper Limit,50,,ug/g,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
573,Nickel ,Total,EMS_NI_T,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,8.3,,ug/L,Working,"US Environmental Protection Agency. 1986.  Quality criteria for water 1986. (The Gold Book) Washington, DC (US): Office of Water Regulations and Standards. 477 p. EPA 440/5-86-001.",,,
574,Nitrate ,Total,EMS_0110,Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,"When nitrate and nitrite are present, total nitrate plus nitrite-nitrogen should not exceed the nitrate WQG.",No Effect,Upper Limit,100,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
575,Nitrate ,Total,EMS_0110,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,32.8,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
576,Nitrate ,Total,EMS_0110,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,3,,mg/L,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
577,Nitrate ,Total,EMS_0110,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,3.7,,mg/L,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
578,Nitrate ,Total,EMS_0110,Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,45,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
